"Land";"RB";"Kreis";"Gem";"Name";"Flaeche";"Einwohner";"maennlich";"weiblich";"plz"
5;9;54;28;"Sprockhövel, Stadt";47,79;25982;12585;13397;45549
5;9;54;32;"Wetter (Ruhr), Stadt";31,47;28804;14051;14753;58300
5;9;54;36;"Witten, Stadt";72,37;100248;48033;52215;58452
5;9;58;4;"Arnsberg, Stadt";193,4;75867;37022;38845;59759
5;9;58;8;"Bestwig";69,36;11702;5705;5997;59909
5;9;58;12;"Brilon, Stadt";228,98;26964;13158;13806;59929
5;9;58;16;"Eslohe (Sauerland)";113,37;9256;4661;4595;59889
5;9;58;20;"Hallenberg, Stadt";65,46;4546;2272;2274;59969
5;9;58;24;"Marsberg, Stadt";182,04;21689;10898;10791;34431
5;9;58;28;"Medebach, Stadt";126,06;8131;4044;4087;59964
5;9;58;32;"Meschede, Stadt";218,5;31929;15720;16209;59872
5;9;58;36;"Olsberg, Stadt";117,97;15728;7820;7908;59939
5;9;58;40;"Schmallenberg, Stadt";303,07;25951;12864;13087;57392
5;9;58;44;"Sundern (Sauerland), Stadt";192,88;29434;14588;14846;59846
5;9;58;48;"Winterberg, Stadt";147,86;14325;7019;7306;59955
5;9;62;4;"Altena, Stadt";44,3;20001;9670;10331;58762
5;9;62;8;"Balve, Stadt";74,76;12132;5997;6135;58802
5;9;62;12;"Halver, Stadt";77,37;17306;8485;8821;58553
5;9;62;16;"Hemer, Stadt";67,56;37833;18732;19101;58675
5;9;62;20;"Herscheid";58,93;7547;3682;3865;58849
5;9;62;24;"Iserlohn, Stadt";125,51;96546;46976;49570;58636
5;9;62;28;"Kierspe, Stadt";71,62;17974;8887;9087;58566
5;9;62;32;"Lüdenscheid, Stadt";86,73;78032;38225;39807;58507
5;9;62;36;"Meinerzhagen, Stadt";115,18;21661;10795;10866;58540
5;9;62;40;"Menden (Sauerland), Stadt";86,06;57599;28404;29195;58706
5;9;62;44;"Nachrodt-Wiblingwerde";28,99;6966;3419;3547;58769
5;9;62;48;"Neuenrade, Stadt";54,11;12325;6159;6166;58809
5;9;62;52;"Plettenberg, Stadt";96,3;27672;13579;14093;58840
5;9;62;56;"Schalksmühle";38,2;11611;5753;5858;58579
5;9;62;60;"Werdohl, Stadt";33,36;19838;9730;10108;58791
5;9;66;4;"Attendorn, Stadt";97,86;24744;12283;12461;57439
5;9;66;8;"Drolshagen, Stadt";67,12;12293;6120;6173;57489
5;9;66;12;"Finnentrop";104,34;18380;9298;9082;57413
5;9;66;16;"Kirchhundem";147,91;12719;6470;6249;57399
5;9;66;20;"Lennestadt, Stadt";135,14;27626;13855;13771;57368
5;9;66;24;"Olpe, Stadt";85,88;25612;12600;13012;57462
5;9;66;28;"Wenden";72,55;19885;9879;10006;57482
5;9;70;4;"Bad Berleburg, Stadt";275,33;20440;10063;10377;57319
5;9;70;8;"Burbach";79,66;14770;7354;7416;57299
5;9;70;12;"Erndtebrück";70,86;7506;3762;3744;57339
5;9;70;16;"Freudenberg, Stadt";54,48;18601;9092;9509;57258
5;9;70;20;"Hilchenbach, Stadt";80,88;16237;8036;8201;57271
5;9;70;24;"Kreuztal, Stadt";70,96;31771;15627;16144;57223
5;9;70;28;"Bad Laasphe, Stadt";135,76;14981;7377;7604;57334
5;9;70;32;"Netphen, Stadt";137,39;24568;12236;12332;57250
5;9;70;36;"Neunkirchen";39,6;13969;6979;6990;57290
5;9;70;40;"Siegen, Stadt";114,67;105697;51961;53736;57072
5;9;70;44;"Wilnsdorf";72;21286;10497;10789;57234
5;9;74;4;"Anröchte";73,79;10798;5345;5453;59609
5;9;74;8;"Bad Sassendorf";63,49;11627;5464;6163;59505
5;9;74;12;"Ense";51,07;12827;6480;6347;59469
5;9;74;16;"Erwitte, Stadt";89,29;15895;7826;8069;59597
5;9;74;20;"Geseke, Stadt";97,43;20656;10248;10408;59590
5;9;74;24;"Lippetal";126,59;12569;6310;6259;59510
5;9;74;28;"Lippstadt, Stadt";113,6;67109;32590;34519;59555
5;9;74;32;"Möhnesee";123,38;11451;5753;5698;59519
5;9;74;36;"Rüthen, Stadt";158,09;11019;5466;5553;59602
5;9;74;40;"Soest, Stadt";85,74;48442;23399;25043;59494
5;9;74;44;"Warstein, Stadt";157,91;28170;13965;14205;59581
5;9;74;48;"Welver";85,6;12771;6303;6468;59514
5;9;74;52;"Werl, Stadt";76,35;32109;15996;16113;59457
5;9;74;56;"Wickede (Ruhr)";25,24;12347;5963;6384;58739
5;9;78;4;"Bergkamen, Stadt";44,84;52054;25815;26239;59192
5;9;78;8;"Bönen";38,02;19059;9218;9841;59199
5;9;78;12;"Fröndenberg/Ruhr, Stadt";56,21;22694;11167;11527;58730
5;9;78;16;"Holzwickede";22,36;17446;8417;9029;59439
5;9;78;20;"Kamen, Stadt";40,93;45816;22136;23680;59174
5;9;78;24;"Lünen, Stadt";59,19;89456;43231;46225;44532
5;9;78;28;"Schwerte, Stadt";56,2;49326;24041;25285;58239
5;9;78;32;"Selm, Stadt";60,34;27456;13569;13887;59379
5;9;78;36;"Unna, Stadt";88,53;67680;34143;33537;59423
5;9;78;40;"Werne, Stadt";76,08;30477;14709;15768;59368
6;4;11;0;"Darmstadt, Wissenschaftsstadt";122,23;141257;69764;71493;64283
6;4;12;0;"Frankfurt am Main, Stadt";248,31;652610;318086;334524;60311
6;4;13;0;"Offenbach am Main, Stadt";44,9;117564;58557;59007;63065
6;4;14;0;"Wiesbaden, Landeshauptstadt";203,9;275562;133027;142535;65183
6;4;31;1;"Abtsteinach";11,03;2419;1203;1216;69518
6;4;31;2;"Bensheim, Stadt";57,83;39521;19297;20224;64625
6;4;31;3;"Biblis";40,44;8907;4495;4412;68647
6;4;31;4;"Birkenau";24,56;10245;4974;5271;69488
6;4;31;5;"Bürstadt, Stadt";34,46;15427;7513;7914;68642
6;4;31;6;"Einhausen";26,67;6120;3119;3001;64683
6;4;31;7;"Fürth";38,41;11021;5454;5567;64658
6;4;31;8;"Gorxheimertal";10,46;4092;1990;2102;69517
6;4;31;9;"Grasellenbach";22,88;3832;1937;1895;64689
6;4;31;10;"Groß-Rohrheim";19,56;3800;1916;1884;68649
6;4;31;11;"Heppenheim (Bergstraße), Kreisstadt";52,14;25391;12347;13044;64646
6;4;31;12;"Hirschhorn (Neckar), Stadt";30,86;3655;1764;1891;69434
6;4;31;13;"Lampertheim, Stadt";72,3;31529;15430;16099;68623
6;4;31;14;"Lautertal (Odenwald)";30,76;7293;3579;3714;64686
6;4;31;15;"Lindenfels, Stadt";21,09;5220;2534;2686;64678
6;4;31;16;"Lorsch, Stadt";25,24;12749;6253;6496;64653
6;4;31;17;"Mörlenbach";27,22;10434;5128;5306;69509
6;4;31;18;"Neckarsteinach, Stadt";17,22;3829;1869;1960;69239
6;4;31;19;"Rimbach";23,16;8605;4200;4405;64668
6;4;31;20;"Viernheim, Stadt";48,4;32593;15741;16852;68519
6;4;31;21;"Wald-Michelbach";74,36;11426;5716;5710;69483
6;4;31;22;"Zwingenberg, Stadt";5,66;6877;3380;3497;64673
6;4;31;200;"Michelbuch gemfr. Gebiet";4,85;0;0;0;NA
6;4;32;1;"Alsbach-Hähnlein";15,78;9269;4590;4679;64665
6;4;32;2;"Babenhausen, Stadt";66,87;16170;7972;8198;64832
6;4;32;3;"Bickenbach";9,26;5423;2685;2738;64404
6;4;32;4;"Dieburg, Stadt";23,08;15190;7738;7452;64807
6;4;32;5;"Eppertshausen";13,11;5870;2891;2979;64859
6;4;32;6;"Erzhausen";7,4;7379;3634;3745;64390
6;4;32;7;"Fischbachtal";13,27;2673;1335;1338;64405
6;4;32;8;"Griesheim, Stadt";21,41;25436;12543;12893;64347
6;4;32;9;"Groß-Bieberau, Stadt";18,27;4621;2337;2284;64401
6;4;32;10;"Groß-Umstadt, Stadt";86,84;21542;10762;10780;64823
6;4;32;11;"Groß-Zimmern";21,26;13856;6943;6913;64846
6;4;32;12;"Messel";14,82;3928;2034;1894;64409
6;4;32;13;"Modautal";31,79;4962;2493;2469;64397
6;4;32;14;"Mühltal";25,34;13960;6861;7099;64367
6;4;32;15;"Münster";20,77;14182;7073;7109;64839
6;4;32;16;"Ober-Ramstadt, Stadt";41,88;15196;7488;7708;64372
6;4;32;17;"Otzberg";41,95;6419;3224;3195;64853
6;4;32;18;"Pfungstadt, Stadt";42,53;24790;12172;12618;64319
6;4;32;19;"Reinheim, Stadt";27,7;17433;8575;8858;64354
6;4;32;20;"Roßdorf";20,6;12155;5945;6210;64380
6;4;32;21;"Schaafheim";32,16;8871;4423;4448;64850
6;4;32;22;"Seeheim-Jugenheim";28;16115;7756;8359;64342
6;4;32;23;"Weiterstadt, Stadt";34,4;24195;12013;12182;64331
6;4;33;1;"Biebesheim am Rhein";18,68;6503;3204;3299;64584
6;4;33;2;"Bischofsheim";9,03;12365;6150;6215;65474
6;4;33;3;"Büttelborn";30,01;13125;6491;6634;64572
6;4;33;4;"Gernsheim, Schöfferstadt";40,11;9509;4756;4753;64579
6;4;33;5;"Ginsheim-Gustavsburg";13,94;16036;7893;8143;65462
6;4;33;6;"Groß-Gerau, Stadt";54,47;23549;11485;12064;64521
6;4;33;7;"Kelsterbach, Stadt";15,38;13664;6799;6865;65451
6;4;33;8;"Mörfelden-Walldorf, Stadt";44,16;33721;17228;16493;64546
6;4;33;9;"Nauheim";13,77;10189;5082;5107;64569
6;4;33;10;"Raunheim, Stadt";12,61;14215;7093;7122;65479
6;4;33;11;"Riedstadt";73,76;21348;10541;10807;64560
6;4;33;12;"Rüsselsheim, Stadt";58,29;59203;29332;29871;65428
6;4;33;13;"Stockstadt am Rhein";18,7;5678;2778;2900;64589
6;4;33;14;"Trebur";50,14;13028;6463;6565;65468
6;4;34;1;"Bad Homburg v.d. Höhe, Stadt";51,16;51903;24135;27768;61348
6;4;34;2;"Friedrichsdorf, Stadt";30,16;24483;12026;12457;61381
6;4;34;3;"Glashütten";27,07;5376;2636;2740;61479
6;4;34;4;"Grävenwiesbach";43,16;5274;2642;2632;61279
6;4;34;5;"Königstein im Taunus, Stadt";25,07;15930;7625;8305;61462
6;4;34;6;"Kronberg im Taunus, Stadt";18,62;17713;8160;9553;61476
6;4;34;7;"Neu-Anspach";36,14;15137;7476;7661;61267
6;4;34;8;"Oberursel (Taunus), Stadt";45,37;42810;20482;22328;61440
6;4;34;9;"Schmitten";35,5;8905;4416;4489;61389
6;4;34;10;"Steinbach (Taunus), Stadt";4,4;9978;4752;5226;61449
6;4;34;11;"Usingen, Stadt";55,83;13328;6451;6877;61250
6;4;34;12;"Wehrheim";38,37;9328;4634;4694;61273
6;4;34;13;"Weilrod";71,16;6387;3158;3229;61276
6;4;35;1;"Bad Orb, Stadt";47,78;10010;4767;5243;63619
6;4;35;2;"Bad Soden-Salmünster, Stadt";58,6;13749;6845;6904;63628
6;4;35;3;"Biebergemünd";78,55;8381;4165;4216;63599
6;4;35;4;"Birstein";86,63;6539;3228;3311;63633
6;4;35;5;"Brachttal";30,85;5330;2592;2738;63636
6;4;35;6;"Bruchköbel, Stadt";29,68;20796;10119;10677;63486
6;4;35;7;"Erlensee";18,59;12645;6275;6370;63526
6;4;35;8;"Flörsbachtal";52,11;2560;1270;1290;63639
6;4;35;9;"Freigericht";33,42;14966;7346;7620;63579
6;4;35;10;"Gelnhausen, Barbarossast., Krst.";45,18;21741;10499;11242;63571
6;4;35;11;"Großkrotzenburg";7,45;7322;3610;3712;63538
6;4;35;12;"Gründau";67,64;14737;7260;7477;63584
6;4;35;13;"Hammersbach";20,14;4756;2343;2413;63546
6;4;35;14;"Hanau, Stadt";76,49;88472;43230;45242;63450
6;4;35;15;"Hasselroth";18,92;7349;3589;3760;63594
6;4;35;16;"Jossgrund";50,61;3662;1904;1758;63637
6;4;35;17;"Langenselbold, Stadt";26,26;13049;6319;6730;63505
6;4;35;18;"Linsengericht";29,82;9777;4815;4962;63589
6;4;35;19;"Maintal, Stadt";32,4;37920;18544;19376;63477
6;4;35;20;"Neuberg";10,54;5175;2492;2683;63543
6;4;35;21;"Nidderau, Stadt";46,73;19972;9868;10104;61130
6;4;35;22;"Niederdorfelden";6,55;3453;1716;1737;61138
6;4;35;23;"Rodenbach";16,73;11312;5551;5761;63517
6;4;35;24;"Ronneburg";14,25;3245;1599;1646;63549
6;4;35;25;"Schlüchtern, Stadt";113,32;17194;8523;8671;36381
6;4;35;26;"Schöneck";21,5;11660;5785;5875;61137
6;4;35;27;"Sinntal";111,79;9528;4799;4729;36391
6;4;35;28;"Steinau an der Straße, Stadt";104,87;11156;5592;5564;36396
6;4;35;29;"Wächtersbach, Stadt";50,79;12370;6007;6363;63607
6;4;35;200;"Gutsbezirk Spessart, gemfr. Gebiet";89,3;0;0;0;NA
6;4;36;1;"Bad Soden am Taunus, Stadt";12,55;21295;10073;11222;65812
6;4;36;2;"Eppstein, Stadt";24,21;13341;6631;6710;65817
6;4;36;3;"Eschborn, Stadt";12,13;20771;10134;10637;65760
6;4;36;4;"Flörsheim am Main, Stadt";22,95;20015;9752;10263;65439
6;4;36;5;"Hattersheim am Main, Stadt";15,82;25247;12441;12806;65795
6;4;36;6;"Hochheim am Main, Stadt";19,43;16756;8022;8734;65239
6;4;36;7;"Hofheim am Taunus, Kreisstadt";57,38;38085;18594;19491;65719
6;4;36;8;"Kelkheim (Taunus), Stadt";30,65;27100;13193;13907;65779
6;4;36;9;"Kriftel";6,76;10527;5177;5350;65830
6;4;36;10;"Liederbach am Taunus";6,2;8380;4194;4186;65835
6;4;36;11;"Schwalbach am Taunus, Stadt";6,47;14517;6815;7702;65824
6;4;36;12;"Sulzbach (Taunus)";7,85;8313;4057;4256;65843
6;4;37;1;"Bad König, Stadt";46,73;9492;4567;4925;64732
6;4;37;2;"Beerfelden, Stadt";71,18;6790;3418;3372;64743
6;4;37;3;"Brensbach";23,18;5365;2694;2671;64395
6;4;37;4;"Breuberg, Stadt";30,76;7408;3623;3785;64747
6;4;37;5;"Brombachtal";20,44;3690;1811;1879;64753
6;4;37;6;"Erbach, Kreisstadt";61,53;13608;6503;7105;64711
6;4;37;7;"Fränkisch-Crumbach";16,1;3345;1658;1687;64407
6;4;37;8;"Hesseneck";29,98;680;360;320;64754
6;4;37;9;"Höchst i. Odw.";30,51;9883;4901;4982;64739
6;4;37;10;"Lützelbach";35,44;7194;3631;3563;64750
6;4;37;11;"Michelstadt, Stadt";86,98;17059;8432;8627;64720
6;4;37;12;"Mossautal";48,51;2559;1257;1302;64756
6;4;37;13;"Reichelsheim (Odenwald)";58,2;9037;4456;4581;64385
6;4;37;14;"Rothenberg";30,48;2499;1228;1271;64757
6;4;37;15;"Sensbachtal";33,94;1031;543;488;64759
6;4;38;1;"Dietzenbach, Kreisstadt";21,67;33110;16469;16641;63128
6;4;38;2;"Dreieich, Stadt";53,3;40674;19811;20863;63303
6;4;38;3;"Egelsbach";14,81;9570;4730;4840;63329
6;4;38;4;"Hainburg";15,95;14845;7290;7555;63512
6;4;38;5;"Heusenstamm, Stadt";19,03;18344;9030;9314;63150
6;4;38;6;"Langen (Hessen), Stadt";29,07;35184;17141;18043;63225
6;4;38;7;"Mainhausen";17,92;9189;4634;4555;63533
6;4;38;8;"Mühlheim am Main, Stadt";20,67;26625;13021;13604;63165
6;4;38;9;"Neu-Isenburg, Stadt";24,31;35336;16975;18361;63263
6;4;38;10;"Obertshausen, Stadt";13,62;24210;11832;12378;63179
6;4;38;11;"Rodgau, Stadt";65,04;43325;21315;22010;63110
6;4;38;12;"Rödermark, Stadt";29,99;26192;12902;13290;63322
6;4;38;13;"Seligenstadt, Stadt";30,85;19975;9770;10205;63500
6;4;39;1;"Aarbergen";33,94;6266;3163;3103;65326
6;4;39;2;"Bad Schwalbach, Kreisstadt";40,27;11028;5250;5778;65307
6;4;39;3;"Eltville am Rhein, Stadt";46,77;16932;8193;8739;65343
6;4;39;4;"Geisenheim, Stadt";40,35;11733;5766;5967;65366
6;4;39;5;"Heidenrod";95,94;8079;4075;4004;65321
6;4;39;6;"Hohenstein";63,79;6166;3096;3070;65329
6;4;39;7;"Hünstetten";50,56;10117;5049;5068;65510
6;4;39;8;"Idstein, Stadt";79,7;22822;11188;11634;65510
6;4;39;9;"Kiedrich";12,35;3975;1882;2093;65399
6;4;39;10;"Lorch, Stadt";54,53;4062;1963;2099;65391
6;4;39;11;"Niedernhausen";35,31;14573;7155;7418;65527
6;4;39;12;"Oestrich-Winkel, Stadt";59,53;11862;5788;6074;65375
6;4;39;13;"Rüdesheim am Rhein, Stadt";51,44;9959;4818;5141;65385
6;4;39;14;"Schlangenbad";36,55;6223;3141;3082;65388
6;4;39;15;"Taunusstein, Stadt";67,03;29168;14189;14979;65232
6;4;39;16;"Waldems";36,68;5655;2840;2815;65529
6;4;39;17;"Walluf";6,74;5668;2762;2906;65396
6;4;40;1;"Altenstadt";30,07;12041;5904;6137;63674
6;4;40;2;"Bad Nauheim, Stadt";32,55;30929;14306;16623;61231
6;4;40;3;"Bad Vilbel, Stadt";25,66;31117;14962;16155;61118
6;4;40;4;"Büdingen, Stadt";122,87;21438;10572;10866;63654
6;4;40;5;"Butzbach, Stadt";106,61;25219;12503;12716;35510
6;4;40;6;"Echzell";37,61;5898;2934;2964;61209
6;4;40;7;"Florstadt";39,6;8781;4351;4430;61197
6;4;40;8;"Friedberg (Hessen), Kreisstadt";50,17;27727;13689;14038;61169
6;4;40;9;"Gedern, Stadt";75,24;7796;3813;3983;63688
6;4;40;10;"Glauburg";12,67;3178;1582;1596;63695
6;4;40;11;"Hirzenhain";16,11;2911;1404;1507;63697
6;4;40;12;"Karben, Stadt";43,97;21754;10952;10802;61184
6;4;40;13;"Kefenrod";30,66;2985;1499;1486;63699
6;4;40;14;"Limeshain";12,52;5417;2666;2751;63694
6;4;40;15;"Münzenberg, Stadt";31,63;5634;2764;2870;35516
6;4;40;16;"Nidda, Stadt";118,34;18069;8898;9171;63667
6;4;40;17;"Niddatal, Stadt";40,26;9105;4438;4667;61194
6;4;40;18;"Ober-Mörlen";37,65;5970;2941;3029;61239
6;4;40;19;"Ortenberg, Stadt";54,7;9212;4538;4674;63683
6;4;40;20;"Ranstadt";34,26;4971;2500;2471;63691
6;4;40;21;"Reichelsheim (Wetterau), Stadt";27,6;6839;3404;3435;61203
6;4;40;22;"Rockenberg";16,14;3975;1929;2046;35519
6;4;40;23;"Rosbach v.d. Höhe, Stadt";45,33;11898;5983;5915;61191
6;4;40;24;"Wölfersheim";43,15;9798;4853;4945;61200
6;4;40;25;"Wöllstadt";15,38;6266;3123;3143;61206
6;5;31;1;"Allendorf (Lumda), Stadt";22,01;4092;2056;2036;35469
6;5;31;2;"Biebertal";43,93;10311;5047;5264;35444
6;5;31;3;"Buseck";38,67;13257;6508;6749;35418
6;5;31;4;"Fernwald";21,57;6605;3283;3322;35463
6;5;31;5;"Gießen, Universitätsstadt";72,56;73958;35269;38689;35390
6;5;31;6;"Grünberg, Stadt";89,25;14136;6941;7195;35305
6;5;31;7;"Heuchelheim";10,58;7596;3714;3882;35452
6;5;31;8;"Hungen, Stadt";86,73;12794;6375;6419;35410
6;5;31;9;"Langgöns";52,54;12132;5977;6155;35428
6;5;31;10;"Laubach, Stadt";97,02;10280;5079;5201;35321
6;5;31;11;"Lich, Stadt";77,63;13460;6565;6895;35423
6;5;31;12;"Linden, Stadt";22,77;12172;5911;6261;35440
6;5;31;13;"Lollar, Stadt";21,87;10110;4974;5136;35457
6;5;31;14;"Pohlheim, Stadt";38;18043;8841;9202;35415
6;5;31;15;"Rabenau";43,4;5412;2696;2716;35466
6;5;31;16;"Reiskirchen";44,99;10714;5287;5427;35447
6;5;31;17;"Staufenberg, Stadt";28,13;8307;4085;4222;35460
6;5;31;18;"Wettenberg";42,97;12546;6125;6421;35435
6;5;32;1;"Aßlar, Stadt";43,57;13875;6780;7095;35614
6;5;32;2;"Bischoffen";35,37;3553;1775;1778;35649
6;5;32;3;"Braunfels, Stadt";47,29;11235;5419;5816;35619
6;5;32;4;"Breitscheid";31,75;5041;2482;2559;35767
6;5;32;5;"Dietzhölztal";37,45;6157;3059;3098;35716
6;5;32;6;"Dillenburg, Stadt";83,88;24305;11878;12427;35683
6;5;32;7;"Driedorf";47,55;5240;2598;2642;35759
6;5;32;8;"Ehringshausen";45,43;9448;4659;4789;35630
6;5;32;9;"Eschenburg";45,78;10710;5428;5282;35713
6;5;32;10;"Greifenstein";67,41;7230;3591;3639;35753
6;5;32;11;"Haiger, Stadt";106,67;19825;9811;10014;35708
6;5;32;12;"Herborn, Stadt";63,8;20810;10108;10702;35745
6;5;32;13;"Hohenahr";45,67;5048;2531;2517;35644
6;5;32;14;"Hüttenberg";40,74;10562;5193;5369;35625
6;5;32;15;"Lahnau";23,93;8233;4075;4158;35633
6;5;32;16;"Leun, Stadt";28,66;5984;2908;3076;35638
6;5;32;17;"Mittenaar";35,17;5016;2497;2519;35756
6;5;32;18;"Schöffengrund";34,11;6469;3229;3240;35641
6;5;32;19;"Siegbach";29,08;2909;1449;1460;35768
6;5;32;20;"Sinn";18,72;6581;3219;3362;35764
6;5;32;21;"Solms, Stadt";34,05;13693;6676;7017;35606
6;5;32;22;"Waldsolms";44,75;5166;2611;2555;35647
6;5;32;23;"Wetzlar, Stadt";75,67;52269;25018;27251;35578
6;5;33;1;"Beselich";31,53;5720;2808;2912;65614
6;5;33;2;"Brechen";24,86;6611;3289;3322;65611
6;5;33;3;"Bad Camberg, Stadt";54,63;14378;7089;7289;65520
6;5;33;4;"Dornburg";33,24;8486;4201;4285;65599
6;5;33;5;"Elbtal";11,11;2525;1249;1276;65627
6;5;33;6;"Elz";16,86;7980;3854;4126;65604
6;5;33;7;"Hadamar, Stadt";40,99;12305;5981;6324;65589
6;5;33;8;"Hünfelden";62,7;10121;5039;5082;65597
6;5;33;9;"Limburg a.d. Lahn, Kreisstadt";45,15;33832;16188;17644;65549
6;5;33;10;"Löhnberg";33,85;4370;2166;2204;35792
6;5;33;11;"Mengerskirchen, Marktflecken";30,82;5953;2912;3041;35794
6;5;33;12;"Merenberg, Marktflecken";23,1;3428;1745;1683;35799
6;5;33;13;"Runkel, Stadt";43,72;9739;4747;4992;65594
6;5;33;14;"Selters (Taunus)";40,47;8215;4159;4056;65618
6;5;33;15;"Villmar";43,1;7247;3594;3653;65606
6;5;33;16;"Waldbrunn (Westerwald)";29,77;5937;2976;2961;65620
6;5;33;17;"Weilburg, Stadt";57,5;13624;6722;6902;35781
6;5;33;18;"Weilmünster, Marktflecken";77,42;9303;4591;4712;35789
6;5;33;19;"Weinbach";37,65;4767;2329;2438;35796
6;5;34;1;"Amöneburg, Stadt";43,95;5279;2656;2623;35287
6;5;34;2;"Angelburg";16,72;3659;1904;1755;35719
6;5;34;3;"Bad Endbach";39,84;8581;4216;4365;35080
6;5;34;4;"Biedenkopf, Stadt";90,33;13599;6633;6966;35216
6;5;34;5;"Breidenbach";44,83;7018;3576;3442;35236
6;5;34;6;"Cölbe";26,66;7037;3548;3489;35091
6;5;34;7;"Dautphetal";72,03;12008;5891;6117;35232
6;5;34;8;"Ebsdorfergrund";72,89;8993;4407;4586;35085
6;5;34;9;"Fronhausen";27,88;4091;1974;2117;35112
6;5;34;10;"Gladenbach, Stadt";72,28;12447;6066;6381;35075
6;5;34;11;"Kirchhain, Stadt";90,92;16389;8077;8312;35274
6;5;34;12;"Lahntal";40,49;6904;3425;3479;35094
6;5;34;13;"Lohra";49,18;5675;2845;2830;35102
6;5;34;14;"Marburg, Universitätsstadt";123,92;79375;37824;41551;35037
6;5;34;15;"Münchhausen";41,54;3524;1764;1760;35117
6;5;34;16;"Neustadt (Hessen), Stadt";56,88;9075;4590;4485;35279
6;5;34;17;"Rauschenberg, Stadt";67,33;4648;2303;2345;35282
6;5;34;18;"Stadtallendorf, Stadt";78,29;21540;10623;10917;35260
6;5;34;19;"Steffenberg";24,31;4333;2160;2173;35239
6;5;34;20;"Weimar (Lahn)";47,05;6967;3399;3568;35096
6;5;34;21;"Wetter (Hessen), Stadt";104,56;9311;4656;4655;35083
6;5;34;22;"Wohratal";30,66;2485;1248;1237;35288
6;5;35;1;"Alsfeld, Stadt";129,69;17310;8441;8869;36304
6;5;35;2;"Antrifttal";26,59;2094;1059;1035;36326
6;5;35;3;"Feldatal";55,69;2817;1419;1398;36325
6;5;35;4;"Freiensteinau";65,67;3405;1699;1706;36399
6;5;35;5;"Gemünden (Felda)";55;3119;1532;1587;35329
6;5;35;6;"Grebenau, Stadt";55,37;2690;1345;1345;36323
6;5;35;7;"Grebenhain";91,62;5171;2608;2563;36355
6;5;35;8;"Herbstein, Stadt";79,98;5077;2562;2515;36358
6;5;35;9;"Homberg (Ohm), Stadt";88,02;7842;3968;3874;35315
6;5;35;10;"Kirtorf, Stadt";79,91;3479;1738;1741;36320
6;5;35;11;"Lauterbach (Hessen), Kreisstadt";102;14346;6893;7453;36341
6;5;35;12;"Lautertal (Vogelsberg)";53,61;2584;1337;1247;36369
6;5;35;13;"Mücke";86,23;10076;4973;5103;35325
6;5;35;14;"Romrod, Stadt";54,43;2991;1490;1501;36329
6;5;35;15;"Schlitz, Stadt";142,09;10134;4984;5150;36110
6;5;35;16;"Schotten, Stadt";133,56;11325;5661;5664;63679
6;5;35;17;"Schwalmtal";54,38;3075;1547;1528;36318
6;5;35;18;"Ulrichstein, Stadt";65,61;3227;1620;1607;35327
6;5;35;19;"Wartenberg";39,54;4028;2018;2010;36367
6;6;11;0;"Kassel, documenta-Stadt";106,78;193518;91918;101600;34117
6;6;31;1;"Bad Salzschlirf";13,04;3091;1459;1632;36364
6;6;31;2;"Burghaun";65,05;6688;3360;3328;36151
6;6;31;3;"Dipperz";30,05;3334;1679;1655;36160
6;6;31;4;"Ebersburg";37,05;4583;2256;2327;36157
6;6;31;5;"Ehrenberg (Rhön)";40,83;2722;1347;1375;36115
6;6;31;6;"Eichenzell";56;11112;5498;5614;36124
6;6;31;7;"Eiterfeld";89,83;7538;3737;3801;36132
6;6;31;8;"Flieden";49,65;8736;4323;4413;36103
6;6;31;9;"Fulda, Stadt";104,04;63886;30692;33194;36037
6;6;31;10;"Gersfeld (Rhön), Stadt";89,37;6168;3032;3136;36129
6;6;31;11;"Großenlüder";73,92;8695;4304;4391;36137
6;6;31;12;"Hilders";70,38;4859;2453;2406;36115
6;6;31;13;"Hofbieber";87,2;6405;3234;3171;36145
6;6;31;14;"Hosenfeld";50,71;4694;2368;2326;36154
6;6;31;15;"Hünfeld, Stadt";119,77;16274;8006;8268;36088
6;6;31;16;"Kalbach";70,64;6407;3245;3162;36148
6;6;31;17;"Künzell";30,29;16420;7860;8560;36093
6;6;31;18;"Neuhof";90,28;11243;5605;5638;36119
6;6;31;19;"Nüsttal";45,5;2886;1501;1385;36167
6;6;31;20;"Petersberg";35,51;14568;7029;7539;36100
6;6;31;21;"Poppenhausen (Wasserkuppe)";40,77;2660;1329;1331;36163
6;6;31;22;"Rasdorf";30,07;1835;966;869;36169
6;6;31;23;"Tann (Rhön), Stadt";60,45;4616;2299;2317;36142
6;6;32;1;"Alheim";63,83;5273;2677;2596;36211
6;6;32;2;"Bad Hersfeld, Kreisstadt";73,83;30415;14569;15846;36251
6;6;32;3;"Bebra, Stadt";93,64;14520;7100;7420;36179
6;6;32;4;"Breitenbach a. Herzberg";42,14;1900;999;901;36287
6;6;32;5;"Cornberg";23,36;1619;827;792;36219
6;6;32;6;"Friedewald";39,65;2466;1257;1209;36289
6;6;32;7;"Hauneck";17,75;3322;1664;1658;36282
6;6;32;8;"Haunetal";54,91;3182;1643;1539;36166
6;6;32;9;"Heringen (Werra), Stadt";61,18;7842;3945;3897;36266
6;6;32;10;"Hohenroda";35,74;3344;1703;1641;36284
6;6;32;11;"Kirchheim";50,65;3897;1971;1926;36275
